id,prenom,nom,sexe,date_naissance,classe
3765,Axel,Roche,Garçon,2009-01-13,4
3766,Romane,Leroux,Fille,2008-03-21,4
3767,Ibrahim,Nicolas,Garçon,2005-10-24,1
3768,Sacha,Morel,Garçon,2008-12-08,4
3769,Gabriel,Guillaume,Garçon,2010-05-28,6
3770,Charlie,Rousseau,Fille,2012-02-01,7
3771,Alba,Lefevre,Fille,2006-04-03,1
3772,Jeanne,Robert,Fille,2012-03-27,7
3773,Nour,Picard,Fille,2009-02-10,4
3774,Augustin,Fontaine,Garçon,2007-12-20,3
3775,Malo,Vidal,Garçon,2011-05-03,6
3776,Luna,Gerard,Fille,2006-02-20,2
3777,Charlie,Dumas,Fille,2011-09-23,7
3778,Luna,David,Fille,2010-11-27,6
3779,Imran,Lefevre,Garçon,2011-05-15,7
3780,Elena,Bertrand,Fille,2007-04-16,2
3781,Arthur,Fabre,Garçon,2009-03-31,4
3782,Charlie,Laurent,Fille,2006-03-02,1
3783,Agathe,Durand,Fille,2006-12-05,2
3784,Gabin,Leclercq,Garçon,2005-07-05,1
3785,Paul,Francois,Garçon,2005-02-02,1
3786,Romy,Gaillard,Fille,2010-07-03,6
3787,Ibrahim,Boyer,Garçon,2008-06-05,4
3788,Marius,Masson,Garçon,2010-05-26,6
3789,Lucas,Benoit,Garçon,2009-01-16,4
3790,Martin,Vidal,Garçon,2009-03-27,4
3791,Emy,Joly,Fille,2008-04-08,3
3792,Victoire,Blanchard,Fille,2009-06-04,5
3793,Alba,Philippe,Fille,2007-11-03,3
3794,Lucie,Dufour,Fille,2011-12-20,7
3795,Tom,Thomas,Garçon,2010-06-13,6
3796,Jade,Roche,Fille,2011-04-07,6
3797,Liam,Vidal,Garçon,2010-04-25,6
3798,Jade,Lefevre,Fille,2008-06-24,4
3799,Rose,Roche,Fille,2005-09-30,1
3800,Théo,Garcia,Garçon,2010-02-22,5
3801,Romy,Laurent,Fille,2011-01-18,6
3802,Ayden,Perrin,Garçon,2005-08-04,1
3803,Elio,Denis,Garçon,2008-05-15,4
3804,Lya,Bertrand,Fille,2006-04-11,1
3805,Mia,Vincent,Fille,2005-04-19,1
3806,Jade,Leroy,Fille,2006-11-07,2
3807,Rose,Rolland,Fille,2012-01-07,7
3808,Raphaël,Robert,Garçon,2011-06-25,7
3809,Tom,Guillaume,Garçon,2008-09-06,4
3810,Robin,Legrand,Garçon,2007-03-12,3
3811,Nathan,Roussel,Garçon,2010-04-09,6
3812,Marius,Colin,Garçon,2009-05-02,5
3813,Elena,Lucas,Fille,2007-03-23,3
3814,Rayan,Dubois,Garçon,2006-07-14,2
3815,Tiago,Michel,Garçon,2007-04-04,2
3816,Marceau,Joly,Garçon,2008-12-26,4
3817,Tom,Dubois,Garçon,2005-03-02,1
3818,Raphaël,Roche,Garçon,2008-12-27,4
3819,Maël,Blanchard,Garçon,2007-04-11,2
3820,Mohamed,Denis,Garçon,2007-10-20,3
3821,Eden,Muller,Garçon,2009-04-27,4
3822,Ambre,Brun,Fille,2009-08-21,5
3823,Chloé,Robin,Fille,2008-09-06,4
3824,Valentin,Richard,Garçon,2009-05-23,4
3825,Maël,Lefebvre,Garçon,2008-10-27,4
3826,Margaux,Legrand,Fille,2007-08-07,3
3827,Mila,Moreau,Fille,2006-10-02,2
3828,Naël,Denis,Garçon,2008-04-03,4
3829,Emma,Lambert,Fille,2005-08-04,1
3830,Juliette,Riviere,Fille,2006-08-21,2
3831,Charlie,Rousseau,Fille,2011-11-08,7
3832,Alba,Garcia,Fille,2011-07-11,7
3833,Aaron,Barbier,Garçon,2011-09-29,7
3834,Eliott,Chevalier,Garçon,2009-04-23,4
3835,Milo,Roche,Garçon,2012-04-21,7
3836,Adam,Perrin,Garçon,2009-01-10,4
3837,Mya,Thomas,Fille,2008-10-07,4
3838,Margaux,Dufour,Fille,2007-03-26,2
3839,Aaron,Martin,Garçon,2010-09-14,6
3840,Mya,Noel,Fille,2005-06-29,1
3841,Lucie,Moreau,Fille,2009-04-23,5
3842,Ibrahim,Dupont,Garçon,2010-08-13,6
3843,Paul,Brun,Garçon,2006-02-21,2
3844,Tiago,Rolland,Garçon,2009-05-23,5
3845,Léon,Brun,Garçon,2007-09-26,3
3846,Alba,Lacroix,Fille,2010-06-11,6
3847,Romy,Thomas,Fille,2012-02-22,7
3848,Mila,Martin,Fille,2011-12-15,7
3849,Agathe,Laurent,Fille,2010-06-20,6
3850,Lucas,Vincent,Garçon,2009-10-10,5
3851,Paul,Brunet,Garçon,2010-05-28,6
3852,Louis,Joly,Garçon,2006-02-26,2
3853,Léa,Noel,Fille,2009-08-25,5
3854,Charlotte,Picard,Fille,2007-10-27,3
3855,Lyana,Roger,Fille,2012-03-14,7
3856,Louise,Garnier,Fille,2007-03-08,2
3857,Lyam,Meunier,Garçon,2006-07-09,2
3858,Romane,Roche,Fille,2010-03-19,5
3859,Charlie,Rolland,Fille,2012-05-13,7
3860,Marius,Renaud,Garçon,2007-04-23,3
3861,Charlotte,Duval,Fille,2012-02-08,7
3862,Tom,Rey,Garçon,2005-12-24,1
3863,Jules,Brunet,Garçon,2010-10-22,6
3864,Anna,Leclerc,Fille,2009-01-21,4
3865,Louis,Martin,Garçon,2007-02-16,3
3866,Adam,Muller,Garçon,2012-02-13,7
3867,Nina,Lemaire,Fille,2009-03-25,4
3868,Tiago,Roy,Garçon,2007-12-13,3
3869,Agathe,Lemoine,Fille,2007-04-25,2
3870,Noah,Blanchard,Garçon,2011-11-02,7
3871,Isaac,Dubois,Garçon,2011-05-10,6
3872,Gabin,Vidal,Garçon,2011-01-24,6
3873,Adèle,Lemaire,Fille,2005-12-12,1
3874,Romane,Giraud,Fille,2011-04-19,7
3875,Axel,Durand,Garçon,2009-12-20,5
3876,Rose,Durand,Fille,2008-03-08,3
3877,Chloé,Laurent,Fille,2012-03-18,7
3878,Martin,Leroux,Garçon,2009-04-05,4
3879,Margaux,Fabre,Fille,2006-11-15,2
3880,Axel,Roussel,Garçon,2010-03-12,5
3881,Tiago,Meyer,Garçon,2008-03-07,4
3882,Romy,Guerin,Fille,2005-07-22,1
3883,Ibrahim,Muller,Garçon,2008-05-14,4
3884,Iris,Lecomte,Fille,2011-10-10,7
3885,Noah,Pierre,Garçon,2007-01-26,2
3886,Agathe,Lefebvre,Fille,2012-05-29,7
3887,Malo,Leclercq,Garçon,2008-05-11,4
3888,Eliott,Thomas,Garçon,2008-10-05,4
3889,Léon,Girard,Garçon,2005-11-24,1
3890,Naël,Lefevre,Garçon,2011-11-16,7
3891,Imran,Girard,Garçon,2006-03-09,1
3892,Valentin,Brun,Garçon,2009-12-13,5
3893,Gaspard,Gauthier,Garçon,2008-07-17,4
3894,Chloé,Meyer,Fille,2006-08-10,2
3895,Eva,Renard,Fille,2009-06-12,5
3896,Adèle,Duval,Fille,2010-02-01,5
3897,Alix,Lemaire,Fille,2010-11-03,6
3898,Lou,Renard,Fille,2009-06-15,5
3899,Alma,Simon,Fille,2008-10-11,4
3900,Emy,Gerard,Fille,2008-05-04,3
3901,Jules,Marchand,Garçon,2009-08-10,5
3902,Nino,Roger,Garçon,2007-01-07,2
3903,Paul,Richard,Garçon,2011-05-03,6
3904,Marius,Gauthier,Garçon,2008-03-31,3
3905,Adam,Lefebvre,Garçon,2009-03-17,4
3906,Hugo,Roger,Garçon,2008-03-20,3
3907,Zoé,Barbier,Fille,2007-06-21,3
3908,Adam,Garcia,Garçon,2011-12-01,7
3909,Luna,Barbier,Fille,2009-04-15,4
3910,Julia,Garcia,Fille,2007-10-04,3
3911,Nina,Caron,Fille,2006-08-29,2
3912,Léonie,Giraud,Fille,2006-04-01,1
3913,Léon,Bernard,Garçon,2009-01-01,4
3914,Timéo,Morin,Garçon,2011-06-12,7
3915,Iris,Leclerc,Fille,2008-08-09,4
3916,Olivia,Schmitt,Fille,2005-11-18,1
3917,Aaron,Gautier,Garçon,2007-11-04,3
3918,Mohamed,Blanchard,Garçon,2005-02-16,1
3919,Adam,Payet,Garçon,2009-09-05,5
3920,Rayan,Lemoine,Garçon,2007-02-22,2
3921,Nina,Guerin,Fille,2009-12-29,5
3922,Olivia,Faure,Fille,2012-06-21,7
3923,Rayan,Morin,Garçon,2006-08-03,2
3924,Raphaël,Dubois,Garçon,2009-12-27,5
3925,Eden,Martinez,Garçon,2010-11-28,6
3926,Juliette,Meyer,Fille,2006-04-07,2
3927,Maël,Simon,Garçon,2008-10-23,4
3928,Charlie,Rousseau,Fille,2008-11-22,4
3929,Inès,Vincent,Fille,2009-06-03,5
3930,Elena,Fontaine,Fille,2010-09-17,6
3931,Marius,Joly,Garçon,2011-05-16,6
3932,Sacha,Lucas,Garçon,2007-02-20,3
3933,Alba,Roux,Fille,2008-11-29,4
3934,Lucas,Morin,Garçon,2011-03-17,6
3935,Milo,Payet,Garçon,2011-12-11,7
3936,Aaron,Denis,Garçon,2011-02-01,6
3937,Lucas,Joly,Garçon,2005-04-20,1
3938,Tiago,Masson,Garçon,2010-04-05,5
3939,Jade,Dupont,Fille,2010-04-29,5
3940,Charlie,Morin,Fille,2011-06-28,7
3941,Ava,Lacroix,Fille,2010-05-27,6
3942,Tiago,Garnier,Garçon,2005-09-25,1
3943,Louise,Leroux,Fille,2012-01-12,7
3944,Ibrahim,Faure,Garçon,2012-04-10,7
3945,Martin,Bonnet,Garçon,2005-04-15,1
3946,Louna,Vidal,Fille,2006-08-02,2
3947,Léna,Petit,Fille,2007-09-02,3
3948,Noah,Thomas,Garçon,2006-09-27,2
3949,Inès,Richard,Fille,2008-04-02,4
3950,Léo,Roux,Garçon,2007-05-21,3
3951,Martin,Roy,Garçon,2010-01-12,5
3952,Nino,Riviere,Garçon,2005-11-14,1
3953,Inaya,Meyer,Fille,2011-02-19,6
3954,Charlie,Leroy,Fille,2005-11-09,1
3955,Mathis,Gaillard,Garçon,2011-06-11,7
3956,Olivia,Riviere,Fille,2005-07-07,1
3957,Louna,Andre,Fille,2006-08-25,2
3958,Timéo,Arnaud,Garçon,2010-07-14,6
3959,Naël,Dufour,Garçon,2006-05-18,2
3960,Arthur,Lefevre,Garçon,2011-01-27,6
3961,Julia,Lucas,Fille,2008-02-09,3
3962,Paul,Denis,Garçon,2005-06-09,1
3963,Iris,Chevalier,Fille,2008-08-02,4
3964,Romy,Moreau,Fille,2012-03-18,7
3965,Léonie,Leroux,Fille,2008-09-08,4
3966,Tom,Caron,Garçon,2010-07-11,6
3967,Luna,Dubois,Fille,2009-11-11,5
3968,Ayden,Meunier,Garçon,2010-08-17,6
3969,Charlotte,Dumas,Fille,2009-08-15,5
3970,Gaspard,Roux,Garçon,2012-05-19,7
3971,Axel,Fontaine,Garçon,2012-04-21,7
3972,Léo,Chevalier,Garçon,2011-03-24,6
3973,Aaron,Masson,Garçon,2012-01-17,7
3974,Gabin,Brunet,Garçon,2007-12-27,3
3975,Mya,Rolland,Fille,2012-05-10,7
3976,Lyam,Robert,Garçon,2007-11-12,3
3977,Victoire,Meunier,Fille,2006-10-19,2
3978,Juliette,Rolland,Fille,2010-07-10,6
3979,Arthur,Caron,Garçon,2008-04-08,4
3980,Léo,Legrand,Garçon,2005-01-20,1
3981,Marceau,Martin,Garçon,2009-04-27,4
3982,Romy,Joly,Fille,2006-06-30,2
3983,Lina,Girard,Fille,2007-01-25,2
3984,Sacha,Denis,Garçon,2006-04-18,2
3985,Chloé,Arnaud,Fille,2009-10-14,5
3986,Ayden,Chevalier,Garçon,2011-07-12,7
3987,Lina,Aubert,Fille,2007-08-11,3
3988,Martin,Muller,Garçon,2007-02-25,2
3989,Ibrahim,Boyer,Garçon,2009-02-12,4
3990,Ayden,Lemoine,Garçon,2011-06-21,7
3991,Charlie,Lemoine,Fille,2008-03-21,3
3992,Liam,Guerin,Garçon,2010-06-06,5
3993,Lucie,Dumont,Fille,2010-05-18,5
3994,Paul,Roy,Garçon,2005-05-27,1
3995,Adèle,Marchand,Fille,2008-07-03,4
3996,Eliott,Dufour,Garçon,2010-06-07,6
3997,Emy,Gauthier,Fille,2006-04-20,2
3998,Rayan,Benoit,Garçon,2009-05-18,4
3999,Léa,Bourgeois,Fille,2008-02-08,3
4000,Timéo,Lefebvre,Garçon,2010-11-14,6
4001,Victor,Marie,Garçon,2009-04-18,5
4002,Léo,Lemoine,Garçon,2008-11-02,4
4003,Mohamed,Legrand,Garçon,2006-04-06,1
4004,Lucas,Thomas,Garçon,2006-09-26,2
4005,Nour,Roux,Fille,2009-02-22,4
4006,Enzo,Morin,Garçon,2008-02-12,3
4007,Robin,Simon,Garçon,2007-12-11,3
4008,Lyam,Girard,Garçon,2008-07-26,4
4009,Mya,Blanchard,Fille,2009-02-10,4
4010,Valentin,Muller,Garçon,2008-04-30,4
4011,Rayan,Leroux,Garçon,2005-04-12,1
4012,Arthur,Bertrand,Garçon,2012-02-14,7
4013,Charlie,Fabre,Fille,2007-06-21,3
4014,Raphaël,Brunet,Garçon,2006-12-08,2
4015,Raphaël,Morin,Garçon,2009-02-15,4
4016,Naël,Brun,Garçon,2008-09-15,4
4017,Naël,Clement,Garçon,2005-08-03,1
4018,Lyana,Girard,Fille,2010-01-18,5
4019,Juliette,Robin,Fille,2007-05-24,3
4020,Emma,Michel,Fille,2005-04-28,1
4021,Ambre,Dumont,Fille,2011-05-13,7
4022,Maël,Bernard,Garçon,2005-11-13,1
4023,Enzo,Blanc,Garçon,2005-11-21,1
4024,Victor,Simon,Garçon,2011-05-06,7
4025,Agathe,Roy,Fille,2009-03-22,4
4026,Léo,Thomas,Garçon,2005-08-28,1
4027,Axel,Joly,Garçon,2005-10-26,1
4028,Lola,Francois,Fille,2008-04-19,4
4029,Jeanne,Dufour,Fille,2008-01-08,3
4030,Romy,Leclerc,Fille,2010-11-21,6
4031,Lou,Dufour,Fille,2009-09-05,5
4032,Robin,Lucas,Garçon,2010-08-13,6
4033,Axel,Morel,Garçon,2009-09-10,5
4034,Victor,Chevalier,Garçon,2007-02-06,2
4035,Emma,Giraud,Fille,2005-10-01,1
4036,Lucas,Muller,Garçon,2011-08-29,7
4037,Mathis,Riviere,Garçon,2010-06-29,6
4038,Victor,Chevalier,Garçon,2006-02-18,1
4039,Emy,Roy,Fille,2006-12-15,2
4040,Emy,Roux,Fille,2007-03-21,2
4041,Rayan,Girard,Garçon,2011-12-22,7
4042,Alice,Noel,Fille,2008-10-17,4
4043,Liam,Dufour,Garçon,2011-10-20,7
4044,Hugo,Gauthier,Garçon,2009-04-15,4
4045,Romane,Dumas,Fille,2009-05-18,4
4046,Théo,Renard,Garçon,2007-03-07,3
4047,Inès,Moreau,Fille,2010-09-18,6
4048,Paul,Fournier,Garçon,2007-01-07,2
4049,Milo,Marie,Garçon,2009-03-31,5
4050,Iris,Renard,Fille,2007-02-06,2
4051,Malo,Roche,Garçon,2009-12-03,5
4052,Amir,Bonnet,Garçon,2011-06-10,7
4053,Lya,David,Fille,2009-04-14,5
4054,Alma,Morin,Fille,2010-05-21,5
4055,Ambre,Pierre,Fille,2011-06-16,7
4056,Alix,Caron,Fille,2012-01-27,7
4057,Alice,Richard,Fille,2006-10-31,2
4058,Jade,Dumas,Fille,2006-04-19,2
4059,Agathe,Renard,Fille,2007-01-12,2
4060,Léna,Riviere,Fille,2008-04-28,3
4061,Noé,Fabre,Garçon,2009-12-06,5
4062,Emy,Vidal,Fille,2007-09-19,3
4063,Lola,Fontaine,Fille,2011-05-13,7
4064,Naël,Brunet,Garçon,2010-11-19,6
4065,Milo,Leclercq,Garçon,2011-10-12,7
4066,Anna,Robin,Fille,2008-10-16,4
4067,Chloé,Barbier,Fille,2009-09-25,5
4068,Louis,Olivier,Garçon,2008-07-06,4
4069,Théo,Blanc,Garçon,2011-08-05,7
4070,Elena,Blanc,Fille,2011-01-10,6
4071,Alma,Roy,Fille,2009-11-04,5
4072,Arthur,Masson,Garçon,2005-11-15,1
4073,Alice,Francois,Fille,2010-11-17,6
4074,Marius,David,Garçon,2010-06-01,5
4075,Naël,Pierre,Garçon,2011-08-13,7
4076,Louis,Olivier,Garçon,2009-04-13,4
4077,Charlotte,Duval,Fille,2012-05-13,7
4078,Isaac,Durand,Garçon,2007-11-01,3
4079,Maël,Fontaine,Garçon,2010-04-27,5
4080,Eliott,Marchand,Garçon,2005-07-12,1
4081,Marius,Benoit,Garçon,2006-01-04,1
4082,Mya,Mathieu,Fille,2010-03-18,5
4083,Hugo,Garnier,Garçon,2008-06-06,4
4084,Léna,Bonnet,Fille,2009-05-02,4
4085,Hugo,Durand,Garçon,2009-04-21,4
4086,Axel,Denis,Garçon,2009-04-24,4
4087,Jules,Simon,Garçon,2011-01-19,6
4088,Victor,Richard,Garçon,2008-01-28,3
4089,Alice,Simon,Fille,2007-01-13,2
4090,Gabin,Joly,Garçon,2006-07-16,2
4091,Jeanne,Dumas,Fille,2006-08-15,2
4092,Margaux,Meyer,Fille,2012-05-02,7
4093,Iris,Faure,Fille,2012-06-26,7
4094,Marius,Renaud,Garçon,2008-06-18,4
4095,Gabriel,Arnaud,Garçon,2011-01-01,6
4096,Adèle,Bonnet,Fille,2007-07-23,3
4097,Axel,Martinez,Garçon,2011-04-02,6
4098,Adèle,Dupont,Fille,2009-05-15,5
4099,Emy,Morel,Fille,2007-01-25,2
4100,Victor,Marchand,Garçon,2007-12-01,3
4101,Arthur,Brun,Garçon,2012-04-24,7
4102,Victoire,Guerin,Fille,2008-09-05,4
4103,Iris,Faure,Fille,2006-01-28,1
4104,Alice,Vincent,Fille,2008-05-07,3
4105,Ibrahim,Rousseau,Garçon,2008-01-16,3
4106,Ibrahim,Guillaume,Garçon,2005-12-03,1
4107,Augustin,Faure,Garçon,2006-03-27,2
4108,Victoria,Rey,Fille,2009-10-25,5
4109,Naël,Garcia,Garçon,2011-06-06,6
4110,Mila,Renaud,Fille,2009-11-07,5
4111,Noé,Simon,Garçon,2006-04-22,2
4112,Adèle,Joly,Fille,2008-01-19,3
4113,Martin,Brunet,Garçon,2010-05-23,5
4114,Amir,Leclercq,Garçon,2011-01-31,6
4115,Louna,Bernard,Fille,2011-05-14,6
4116,Malo,Simon,Garçon,2009-06-07,5
4117,Mya,Leroux,Fille,2005-06-20,1
4118,Milo,Marie,Garçon,2008-12-23,4
4119,Gabriel,Aubert,Garçon,2009-11-09,5
4120,Victoire,Aubert,Fille,2005-08-03,1
4121,Léna,Leclercq,Fille,2011-02-09,6
4122,Rayan,Clement,Garçon,2005-05-17,1
4123,Rayan,Leclercq,Garçon,2005-08-15,1
4124,Victor,Colin,Garçon,2009-09-30,5
4125,Adam,Marchand,Garçon,2006-07-01,2
4126,Hugo,Barbier,Garçon,2008-10-06,4
4127,Lucas,Aubert,Garçon,2012-02-24,7
4128,Valentin,Roy,Garçon,2008-07-11,4
4129,Margaux,Bernard,Fille,2005-06-29,1
4130,Ethan,Roussel,Garçon,2009-09-08,5
4131,Chloé,Roche,Fille,2008-01-30,3
4132,Léo,Michel,Garçon,2011-04-15,6
4133,Lyana,Payet,Fille,2005-08-05,1
4134,Iris,Garcia,Fille,2006-12-26,2
4135,Romy,Meyer,Fille,2011-02-18,6
4136,Louis,Gaillard,Garçon,2005-03-11,1
4137,Zoé,Marie,Fille,2008-08-21,4
4138,Naël,Martin,Garçon,2007-04-06,2
4139,Tiago,Fournier,Garçon,2011-05-20,6
4140,Marceau,Leroy,Garçon,2007-02-13,2
4141,Charlie,Mercier,Fille,2010-04-26,5
4142,Aaron,Riviere,Garçon,2006-04-29,2
4143,Hugo,Gaillard,Garçon,2007-09-24,3
4144,Elio,Faure,Garçon,2010-04-03,6
4145,Iris,Lemoine,Fille,2007-10-23,3
4146,Gabriel,Duval,Garçon,2011-09-27,7
4147,Lya,Marie,Fille,2012-01-24,7
4148,Sofia,Gauthier,Fille,2010-05-01,5
4149,Victoire,Noel,Fille,2007-09-02,3
4150,Julia,Martinez,Fille,2005-02-28,1
4151,Adam,Vidal,Garçon,2010-05-03,5
4152,Rose,Meunier,Fille,2007-04-05,2
4153,Hugo,Vincent,Garçon,2005-01-25,1
4154,Naël,Petit,Garçon,2007-11-20,3
4155,Tom,Benoit,Garçon,2011-10-10,7
4156,Margaux,Petit,Fille,2009-03-16,5
4157,Tom,Giraud,Garçon,2007-04-19,2
4158,Margaux,Morin,Fille,2010-02-08,5
4159,Aaron,Olivier,Garçon,2009-03-28,5
4160,Lyam,Masson,Garçon,2005-12-21,1
4161,Timéo,Legrand,Garçon,2009-03-29,4
4162,Théo,Barbier,Garçon,2007-08-04,3
4163,Ava,Brun,Fille,2011-01-30,6
4164,Louis,Arnaud,Garçon,2010-01-02,5
4165,Gabin,Mathieu,Garçon,2006-08-10,2
4166,Julia,Schmitt,Fille,2010-11-12,6
4167,Jade,Meyer,Fille,2005-09-29,1
4168,Marius,Laurent,Garçon,2011-01-29,6
4169,Emma,Marie,Fille,2006-04-23,2
4170,Amir,Roy,Garçon,2010-11-12,6
4171,Victoria,Roussel,Fille,2006-12-16,2
4172,Romy,Lacroix,Fille,2011-08-25,7
4173,Ayden,Riviere,Garçon,2011-08-15,7
4174,Mya,Bourgeois,Fille,2005-06-30,1
4175,Mathis,Duval,Garçon,2007-01-10,2
4176,Giulia,Roy,Fille,2009-09-22,5
4177,Axel,Moreau,Garçon,2005-12-26,1
4178,Charlie,Garcia,Fille,2007-02-21,3
4179,Hugo,Dupont,Garçon,2010-04-09,6
4180,Martin,Roger,Garçon,2006-01-24,1
4181,Victor,Lecomte,Garçon,2006-01-02,1
4182,Agathe,Gerard,Fille,2006-02-21,2
4183,Gaspard,Joly,Garçon,2007-04-14,2
4184,Léonie,Renard,Fille,2008-07-25,4
4185,Lola,Martinez,Fille,2009-11-06,5
4186,Robin,Legrand,Garçon,2009-05-09,4
4187,Augustin,Moreau,Garçon,2005-04-17,1
4188,Naël,Gautier,Garçon,2012-01-30,7
4189,Tiago,Garnier,Garçon,2011-01-28,6
4190,Alba,Noel,Fille,2005-02-18,1
4191,Julia,Nicolas,Fille,2006-12-30,2
4192,Marius,Lemoine,Garçon,2007-06-07,3
4193,Marceau,Garnier,Garçon,2011-03-23,6
4194,Hugo,Dumas,Garçon,2009-09-26,5
4195,Jeanne,Muller,Fille,2011-06-18,7
4196,Noah,Benoit,Garçon,2008-05-31,4
4197,Aaron,Legrand,Garçon,2008-01-24,3
4198,Lucas,Barbier,Garçon,2008-07-03,4
4199,Elena,Blanc,Fille,2010-02-06,5
4200,Eden,Michel,Garçon,2012-03-21,7
4201,Ibrahim,Philippe,Garçon,2005-06-08,1
4202,Axel,Roux,Garçon,2012-02-07,7
4203,Victoire,Roy,Fille,2008-03-12,4
4204,Léon,Arnaud,Garçon,2005-01-25,1
4205,Maël,Muller,Garçon,2010-10-08,6
4206,Inès,Bourgeois,Fille,2008-01-06,3
4207,Adam,Durand,Garçon,2007-03-12,2
4208,Gabriel,Nicolas,Garçon,2006-09-28,2
4209,Nino,Mathieu,Garçon,2011-05-11,6
4210,Inaya,Barbier,Fille,2008-11-12,4
4211,Sofia,Garnier,Fille,2011-04-10,6
4212,Jade,Lucas,Fille,2005-08-30,1
4213,Isaac,Martin,Garçon,2009-04-01,5
4214,Noah,Nicolas,Garçon,2008-03-07,4
4215,Ibrahim,Henry,Garçon,2006-05-25,2
4216,Naël,Olivier,Garçon,2012-01-04,7
4217,Lyana,Clement,Fille,2008-04-07,4
4218,Juliette,Dumas,Fille,2007-06-05,3
4219,Elena,Muller,Fille,2007-11-19,3
4220,Iris,Rey,Fille,2006-09-16,2
4221,Anna,Henry,Fille,2005-09-25,1
4222,Adam,Vidal,Garçon,2011-10-29,7
4223,Lyam,Schmitt,Garçon,2011-10-28,7
4224,Zoé,Legrand,Fille,2008-07-06,4
4225,Emma,Lucas,Fille,2009-11-04,5
4226,Lina,Legrand,Fille,2011-07-23,7
4227,Alix,Rolland,Fille,2012-02-25,7
4228,Eva,Noel,Fille,2005-04-11,1
4229,Ethan,Legrand,Garçon,2006-04-03,1
4230,Tiago,Rey,Garçon,2010-05-17,5
4231,Axel,David,Garçon,2011-04-27,6
4232,Louna,Leroy,Fille,2008-01-27,3
4233,Eden,Martinez,Garçon,2005-02-21,1
4234,Eden,Robin,Garçon,2005-12-15,1
4235,Axel,Simon,Garçon,2005-05-09,1
4236,Enzo,Riviere,Garçon,2009-04-04,4
4237,Gabin,Philippe,Garçon,2005-12-25,1
4238,Nino,David,Garçon,2010-04-06,6
4239,Mathis,Andre,Garçon,2012-03-18,7
4240,Théo,Legrand,Garçon,2007-10-10,3
4241,Lucie,Barbier,Fille,2009-09-26,5
4242,Alba,Gerard,Fille,2011-09-11,7
4243,Valentin,Vincent,Garçon,2007-08-21,3
4244,Emy,Guerin,Fille,2007-08-24,3
4245,Jules,Vincent,Garçon,2009-04-12,4
4246,Martin,Noel,Garçon,2009-06-07,5
4247,Lyana,Boyer,Fille,2012-06-20,7
4248,Nour,Faure,Fille,2006-04-16,2
4249,Lola,Rolland,Fille,2012-02-15,7
4250,Sofia,Fournier,Fille,2010-12-12,6
4251,Elena,Lacroix,Fille,2009-03-24,4
4252,Louise,Dumont,Fille,2008-03-07,3
4253,Ibrahim,Martin,Garçon,2008-12-13,4
4254,Mia,Morin,Fille,2010-06-20,6
4255,Louise,Pierre,Fille,2010-04-08,5
4256,Noé,Andre,Garçon,2006-01-30,1
4257,Inaya,Roger,Fille,2008-04-15,3
4258,Luna,Brunet,Fille,2006-03-26,1
4259,Malo,Philippe,Garçon,2010-07-19,6
4260,Juliette,Philippe,Fille,2011-11-08,7
4261,Jade,Colin,Fille,2011-07-02,7
4262,Mohamed,Duval,Garçon,2007-09-10,3
4263,Romy,Mercier,Fille,2006-02-13,2
4264,Victoria,Leclercq,Fille,2011-09-28,7
4265,Lina,Vidal,Fille,2011-11-03,7
4266,Augustin,Fabre,Garçon,2011-04-15,7
4267,Milo,Benoit,Garçon,2008-01-09,3
4268,Victoire,Renaud,Fille,2011-10-23,7
4269,Sofia,Francois,Fille,2012-04-23,7
4270,Victoria,Fournier,Fille,2012-06-17,7
4271,Louis,Gaillard,Garçon,2005-04-08,1
4272,Ibrahim,Rousseau,Garçon,2005-10-23,1
4273,Timéo,Muller,Garçon,2008-05-15,4
4274,Naël,Roy,Garçon,2012-03-08,7
4275,Iris,Masson,Fille,2009-02-28,4
4276,Juliette,Lefebvre,Fille,2012-05-11,7
4277,Imran,Bernard,Garçon,2007-08-05,3
4278,Léon,Noel,Garçon,2007-08-03,3
4279,Léonie,Dufour,Fille,2006-06-30,2
4280,Lyana,Philippe,Fille,2011-06-22,7
4281,Louis,Laurent,Garçon,2005-10-08,1
4282,Milo,Garcia,Garçon,2006-09-07,2
4283,Jade,Leroy,Fille,2009-06-30,5
4284,Théo,Gaillard,Garçon,2010-07-13,6
4285,Adèle,Francois,Fille,2005-12-14,1
4286,Victor,Mercier,Garçon,2007-02-27,2
4287,Charlie,Schmitt,Fille,2007-05-16,3
4288,Tom,Blanc,Garçon,2011-03-20,6
4289,Nino,Picard,Garçon,2011-03-28,6
4290,Lyana,Simon,Fille,2010-11-18,6
4291,Amir,Gaillard,Garçon,2010-06-02,5
4292,Noah,Picard,Garçon,2012-02-12,7
4293,Louise,Mercier,Fille,2007-12-01,3
4294,Augustin,Riviere,Garçon,2006-12-05,2
4295,Alma,Fabre,Fille,2010-09-05,6
4296,Nina,Leroy,Fille,2005-06-30,1
4297,Marceau,Legrand,Garçon,2008-11-16,4
4298,Eden,Leroux,Garçon,2010-01-02,5
4299,Victor,Lucas,Garçon,2005-09-28,1
4300,Rose,Girard,Fille,2007-03-20,3
4301,Robin,Petit,Garçon,2008-05-09,3
4302,Zoé,Robin,Fille,2007-04-05,3
4303,Liam,Giraud,Garçon,2007-04-11,2
4304,Lou,Roche,Fille,2011-10-23,7
